genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCA_049757995.1	4436	4374	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049758015.1	4530	4473	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758035.1	4656	4594	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049758055.1	4393	4341	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049758075.1	4182	4139	135	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049758095.1	4686	4628	73	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758115.1	4359	4308	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049758135.1	4664	4595	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758155.1	4695	4635	67	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758175.1	4148	4108	128	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049758195.1	4518	4460	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758215.1	4161	4120	212	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049758235.1	4564	4491	79	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049758255.1	4638	4569	71	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049758275.1	4537	4475	56	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758295.1	4677	4617	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758315.1	4661	4581	59	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049758335.1	4541	4463	79	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049758355.1	4592	4531	77	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758375.1	4419	4367	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049758395.1	4419	4368	63	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049758415.1	4377	4318	98	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049758435.1	4482	4405	75	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049758455.1	4460	4382	91	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049758475.1	4581	4527	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758495.1	4740	4678	61	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049758515.1	4597	4516	351	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049758535.1	4699	4635	68	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758555.1	4527	4475	77	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049758575.1	4363	4319	64	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049758595.1	4588	4519	111	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049758615.1	4344	4298	62	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049758635.1	4176	4137	143	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049758655.1	4523	4462	91	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049758675.1	4690	4630	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758695.1	4324	4271	67	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758715.1	4718	4650	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049758735.1	4182	4145	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049758755.1	4147	4111	131	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049758775.1	4154	4119	134	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049758795.1	4624	4557	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758815.1	4666	4594	95	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049758835.1	4337	4285	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758855.1	4527	4454	53	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049758875.1	4340	4294	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049758895.1	4155	4129	128	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049758915.1	4461	4407	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758935.1	4559	4504	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049758955.1	4347	4298	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049758975.1	4598	4544	81	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049758995.1	4524	4460	60	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759015.1	4569	4516	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759035.1	4149	4122	102	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759055.1	4136	4101	136	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759075.1	4686	4610	110	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049759095.1	4172	4141	114	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759115.1	4153	4122	140	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759135.1	4493	4419	45	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049759155.1	4408	4370	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759175.1	4158	4122	132	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759195.1	4163	4133	127	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759215.1	4443	4390	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759235.1	4170	4142	125	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759255.1	4637	4573	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759275.1	4166	4130	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759295.1	4187	4160	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759315.1	4171	4134	123	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759335.1	4186	4157	123	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759355.1	4159	4124	136	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759375.1	4150	4112	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759395.1	4621	4555	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759415.1	4524	4479	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759435.1	4146	4120	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049759455.1	4423	4360	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049759475.1	4174	4141	137	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759495.1	4496	4449	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759515.1	4526	4469	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759535.1	4505	4454	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759555.1	4603	4540	150	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759575.1	4369	4324	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759595.1	4507	4450	89	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759615.1	4682	4631	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759635.1	4193	4158	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759655.1	4338	4295	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759675.1	4154	4114	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759695.1	4117	4076	29	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759715.1	4418	4360	59	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759735.1	4262	4220	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759755.1	4242	4203	26	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759775.1	4668	4602	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049759795.1	4520	4457	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759815.1	4136	4095	31	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759835.1	4740	4674	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759855.1	4434	4387	50	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759875.1	4187	4142	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759895.1	4644	4582	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759915.1	4163	4136	150	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049759935.1	4240	4196	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049759955.1	4506	4445	58	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049759975.1	4153	4117	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049759995.1	4511	4449	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760015.1	4623	4575	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760035.1	4279	4239	49	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760055.1	4416	4348	48	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_049760075.1	4135	4096	138	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049760095.1	4317	4269	64	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760115.1	4639	4580	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760135.1	4142	4102	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049760155.1	4303	4249	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760175.1	4555	4483	43	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049760195.1	4700	4621	58	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049760215.1	4450	4390	71	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049760235.1	4087	4053	150	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049760255.1	4326	4280	59	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760275.1	4460	4395	58	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760295.1	4460	4391	76	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_049760315.1	4356	4309	75	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760335.1	4691	4625	84	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760355.1	4161	4126	296	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049760375.1	4144	4109	141	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049760395.1	4535	4479	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760415.1	4140	4102	140	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049760435.1	4379	4320	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049760455.1	4582	4503	132	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049760475.1	4479	4428	63	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760495.1	4393	4330	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760515.1	4667	4603	133	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760535.1	4526	4469	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760555.1	4375	4320	87	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760575.1	4558	4507	78	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760595.1	4150	4123	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049760615.1	4577	4514	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049760635.1	4340	4292	70	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760655.1	4186	4157	104	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049760675.1	4638	4567	75	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049760695.1	4196	4168	110	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049760715.1	4542	4485	72	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049760735.1	4154	4127	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049760755.1	4178	4152	102	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049760775.1	4516	4445	53	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049760795.1	4529	4455	58	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049760815.1	4247	4202	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760835.1	4237	4193	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760855.1	4528	4457	55	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049760875.1	4483	4431	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760895.1	4699	4633	78	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049760915.1	4267	4224	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049760935.1	4183	4148	110	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049760955.1	4606	4540	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760975.1	4651	4587	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049760995.1	4124	4084	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761015.1	4154	4118	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761035.1	4260	4224	119	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761055.1	4673	4608	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049761075.1	4175	4146	150	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761095.1	4566	4494	49	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049761115.1	4614	4553	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761135.1	4739	4674	68	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761155.1	4599	4524	60	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049761175.1	4674	4624	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761195.1	4300	4260	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761215.1	4700	4639	68	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761235.1	4210	4169	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761255.1	4669	4607	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761275.1	4621	4557	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049761295.1	4700	4626	84	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049761315.1	4393	4344	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761335.1	4463	4411	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761355.1	4173	4145	95	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761375.1	4579	4521	56	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761395.1	4399	4349	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761415.1	4555	4479	56	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049761435.1	4703	4628	93	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049761455.1	4601	4536	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761475.1	4145	4116	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761495.1	4161	4124	135	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761515.1	4607	4553	65	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761535.1	4180	4140	137	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761555.1	4272	4228	24	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761575.1	4715	4660	86	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761595.1	4150	4112	151	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761615.1	4411	4359	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761635.1	4549	4493	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761655.1	4182	4149	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761675.1	4610	4548	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049761695.1	4404	4352	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761715.1	4364	4314	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761735.1	4347	4297	47	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761755.1	4288	4243	88	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761775.1	4730	4635	90	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049761795.1	4514	4446	41	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049761815.1	4517	4448	40	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_049761835.1	4216	4183	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761855.1	4747	4694	86	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761875.1	4697	4637	49	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761895.1	4175	4134	186	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049761915.1	4221	4191	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049761935.1	4366	4315	62	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049761955.1	4641	4581	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_049761975.1	4437	4389	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049761995.1	4520	4462	65	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049762015.1	4518	4460	56	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049762035.1	4154	4118	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049762055.1	4726	4663	79	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049762075.1	4160	4123	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762095.1	4180	4137	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762115.1	4421	4364	68	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762135.1	4340	4291	84	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762155.1	4152	4116	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762175.1	4267	4230	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762195.1	4397	4335	194	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762215.1	4632	4568	91	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049762235.1	4477	4428	61	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049762255.1	4580	4525	80	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_049762275.1	4497	4446	63	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049762295.1	4169	4128	161	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762315.1	4303	4263	31	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762335.1	4218	4179	162	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762355.1	4182	4143	156	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762375.1	4479	4427	70	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762395.1	4179	4143	162	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762415.1	4524	4469	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049762435.1	4336	4289	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762455.1	4247	4201	229	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762475.1	4183	4135	249	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762495.1	4180	4142	185	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762515.1	4193	4153	128	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762535.1	4124	4096	105	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_049762555.1	4164	4126	118	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762575.1	4276	4226	133	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_049762595.1	4350	4285	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762615.1	4277	4226	138	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_049762635.1	4155	4116	151	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762655.1	4160	4126	173	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762675.1	4214	4178	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762695.1	4255	4215	114	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762715.1	4141	4105	173	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762735.1	4252	4204	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_049762755.1	4152	4115	167	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762775.1	4608	4548	56	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049762795.1	4178	4134	249	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762815.1	4159	4130	155	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762835.1	4161	4118	148	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762855.1	4551	4470	164	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_049762875.1	4138	4096	249	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762895.1	4328	4279	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762915.1	4145	4110	208	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762935.1	4154	4115	175	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762955.1	4443	4396	72	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049762975.1	4129	4092	159	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049762995.1	4380	4333	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049763015.1	4155	4119	128	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049763035.1	4382	4339	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049763055.1	4142	4104	60	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049763075.1	4265	4219	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_049763095.1	4486	4426	83	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_049763115.1	4211	4172	140	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049763135.1	4209	4175	135	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049763155.1	4130	4095	129	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049763175.1	4144	4110	131	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049763195.1	4191	4155	208	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_049763215.1	4150	4113	152	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
