accession	organism_name	biosample	assembly_level	source_database	refseq_category	geo_loc	isolation_source	host	collection_date	serovar	strain_x	host_disease	lat_lon	total_length	contig_n50	scaffold_n50	num_contigs	gc_percent	checkm_completeness	checkm_contamination	species	level_rank	db_rank	source_type	strain_y	isolate	sample_name	collected_by	identified_by	sequencing_tech	assembly_method	bioproject	niche	confidence	matched_term
GCA_046666905.1	Yersinia pestis	SAMN44445080	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	flea		1978-07-08		147015			4577801	46891	46891	215	47.5	98.99	0.86	Yersinia pestis	3	1		147015					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	flea
GCA_046666945.1	Yersinia pestis	SAMN44445081	Contig	SOURCE_DATABASE_GENBANK		China:Gansu	Oropsylla silantiewi		1978-09-09		75018			4629287	48900	48900	206	47.5	98.68	0.86	Yersinia pestis	3	1		75018					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	oropsylla
GCA_046666885.1	Yersinia pestis	SAMN44445082	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1978-11-26		20009			4718482	49160	49160	195	47.5	98.54	1.39	Yersinia pestis	3	1		20009					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046666925.1	Yersinia pestis	SAMN44445083	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1978-11-07		24001			4720689	49530	49530	206	47.5	98.48	1.18	Yersinia pestis	3	1		24001					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046666845.1	Yersinia pestis	SAMN44445084	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1978-10-26		28006			4664381	49546	49546	204	47.5	98.69	0.96	Yersinia pestis	3	1		28006					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046666865.1	Yersinia pestis	SAMN44445085	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1978-10-27		28007			4664432	51042	51042	201	47.5	98.69	0.96	Yersinia pestis	3	1		28007					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046666825.1	Yersinia pestis	SAMN44445086	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	pika		1978-10-11		146004			4583084	45165	45165	213	47.5	98.84	0.91	Yersinia pestis	3	1		146004					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	pika
GCA_046666785.1	Yersinia pestis	SAMN44445087	Contig	SOURCE_DATABASE_GENBANK		China:Jilin	Spermophilus dauricus		1978-05		50054			4654047	49168	49168	204	47.5	98.66	0.96	Yersinia pestis	3	1		50054					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	spermophilus
GCA_046666805.1	Yersinia pestis	SAMN44445088	Contig	SOURCE_DATABASE_GENBANK		China:Xinjiang	Marmota baibacina		1978-08-21		44006			4657862	54773	54773	190	47.5	98.58	0.96	Yersinia pestis	3	1		44006					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666765.1	Yersinia pestis	SAMN44445089	Contig	SOURCE_DATABASE_GENBANK		China:Xinjiang	Marmota baibacina		1978-09-08		44007			4657768	54773	54773	184	47.5	98.58	0.96	Yersinia pestis	3	1		44007					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666745.1	Yersinia pestis	SAMN44445090	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	rodent		1978-10		146003			4652316	46891	46891	207	47.5	98.95	0.86	Yersinia pestis	3	1		146003					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	rodent
GCA_046666725.1	Yersinia pestis	SAMN44445091	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Meriones unguiculatus		1978-10		146009			4578739	45165	45165	219	47.5	98.84	0.91	Yersinia pestis	3	1		146009					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	meriones
GCA_046666705.1	Yersinia pestis	SAMN44445092	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Meriones unguiculatus		1978-10		146011			4598297	46891	46891	240	47.5	98.99	0.86	Yersinia pestis	3	1		146011					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	meriones
GCA_046666685.1	Yersinia pestis	SAMN44445093	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Meriones meridianus		1978-10		146012			4587166	44651	44651	227	47.5	98.95	0.84	Yersinia pestis	3	1		146012					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	meriones
GCA_046666665.1	Yersinia pestis	SAMN44445094	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	Spermophilus dauricus		1978-05-04		124031			4650992	51162	51162	210	47.5	98.69	0.96	Yersinia pestis	3	1		124031					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	spermophilus
GCA_046666645.1	Yersinia pestis	SAMN44445095	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	Spermophilus dauricus		1978-04-17		124038			4578908	44652	44652	221	47.5	98.77	0.91	Yersinia pestis	3	1		124038					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	spermophilus
GCA_046666625.1	Yersinia pestis	SAMN44445096	Contig	SOURCE_DATABASE_GENBANK		China:Tibet	Marmota himalayana		1978-08-04		30008			4561821	39424	39424	247	47.5	98.69	0.86	Yersinia pestis	3	1		30008					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666605.1	Yersinia pestis	SAMN44445097	Contig	SOURCE_DATABASE_GENBANK		China:Tibet	Marmota himalayana		1978-08-15		30011			4676335	49721	49721	196	47.5	98.08	1.34	Yersinia pestis	3	1		30011					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666585.1	Yersinia pestis	SAMN44445098	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-10-26		28002			4664722	49244	49244	205	47.5	98.69	0.96	Yersinia pestis	3	1		28002					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666545.1	Yersinia pestis	SAMN44445099	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-10-26		28003			4665295	49244	49244	209	47.5	98.69	0.96	Yersinia pestis	3	1		28003					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666525.1	Yersinia pestis	SAMN44445100	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-10-26		28004			4663465	49555	49555	199	47.5	98.69	0.96	Yersinia pestis	3	1		28004					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666485.1	Yersinia pestis	SAMN44445101	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-10-26		28005			4665821	49546	49546	205	47.5	98.69	0.96	Yersinia pestis	3	1		28005					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666505.1	Yersinia pestis	SAMN44445102	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-10-29		28008			4665332	49244	49244	206	47.5	98.69	0.96	Yersinia pestis	3	1		28008					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666465.1	Yersinia pestis	SAMN44445103	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-08-31		02053			4629294	48900	48900	204	47.5	98.69	0.86	Yersinia pestis	3	1		02053					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666565.1	Yersinia pestis	SAMN44445104	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Rhombomys opimus		1978-08		147002			4555770	47035	47035	217	47.5	98.81	0.91	Yersinia pestis	3	1		147002					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	rhombomys
GCA_046666425.1	Yersinia pestis	SAMN44445105	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Rhombomys opimus		1978-08		147029			4577824	47025	47025	213	47.5	98.84	0.91	Yersinia pestis	3	1		147029					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	rhombomys
GCA_046666405.1	Yersinia pestis	SAMN44445106	Contig	SOURCE_DATABASE_GENBANK		China:Gansu	Marmota himalayana		1978-09-08		75016			4629463	48928	48928	210	47.5	98.68	0.86	Yersinia pestis	3	1		75016					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666445.1	Yersinia pestis	SAMN44445107	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-09-17		08013			4633750	48900	48900	199	47.5	98.68	0.86	Yersinia pestis	3	1		08013					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666385.1	Yersinia pestis	SAMN44445108	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-10-19		15033			4663802	51042	51042	198	47.5	98.55	0.96	Yersinia pestis	3	1		15033					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666365.1	Yersinia pestis	SAMN44445109	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-08-23		25001			4643695	49219	49219	198	47.5	98.64	0.96	Yersinia pestis	3	1		25001					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666345.1	Yersinia pestis	SAMN44445110	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-09-03		25002			4644630	49219	49219	198	47.5	98.64	0.96	Yersinia pestis	3	1		25002					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666325.1	Yersinia pestis	SAMN44445111	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1978-08-23		770443			4654676	49244	49244	203	47.5	98.69	0.96	Yersinia pestis	3	1		770443					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666305.1	Yersinia pestis	SAMN44445112	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Neopsylla pleskei orientalis		1979-07-06		147003			4709776	45165	45165	266	47.5	98.8	1.1	Yersinia pestis	3	1		147003					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	neopsylla
GCA_046666285.1	Yersinia pestis	SAMN44445113	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Xenopsylla conformis		1979-07-06		147004			4701816	45105	45105	258	47.5	98.95	1.09	Yersinia pestis	3	1		147004					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	xenopsylla
GCA_046666265.1	Yersinia pestis	SAMN44445114	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	flea		1979-11-10		147006			4676355	48667	48667	215	47.5	98.99	0.96	Yersinia pestis	3	1		147006					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	flea
GCA_046666245.1	Yersinia pestis	SAMN44445115	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	flea		1979-12-05		147007			4579997	45165	45165	223	47.5	98.99	0.86	Yersinia pestis	3	1		147007					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	flea
GCA_046666225.1	Yersinia pestis	SAMN44445116	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Neopsylla pleskei		1979-11-10		147009			4591301	45165	45165	226	47.5	98.99	0.86	Yersinia pestis	3	1		147009					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	neopsylla
GCA_046666205.1	Yersinia pestis	SAMN44445117	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	flea		1979-12-05		147010			4578555	47081	47081	213	47.5	98.99	0.86	Yersinia pestis	3	1		147010					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	flea
GCA_046666185.1	Yersinia pestis	SAMN44445118	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	flea		1979-12-05		147011			4579460	47079	47079	218	47.5	98.84	0.91	Yersinia pestis	3	1		147011					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	flea
GCA_046666165.1	Yersinia pestis	SAMN44445119	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	flea		1979-07-06		147017			4673760	44651	44651	231	47.5	98.95	0.96	Yersinia pestis	3	1		147017					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	flea
GCA_046666125.1	Yersinia pestis	SAMN44445120	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Oropsylla silantiewi		1979-07-07		15025			4664239	49530	49530	201	47.5	98.55	0.96	Yersinia pestis	3	1		15025					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	oropsylla
GCA_046666145.1	Yersinia pestis	SAMN44445121	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1979-08-29		12018			4636704	48900	48900	212	47.5	98.57	0.96	Yersinia pestis	3	1		12018					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046666105.1	Yersinia pestis	SAMN44445122	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1979-07-20		28010			4530037	48900	48900	206	47.5	98.68	0.86	Yersinia pestis	3	1		28010					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046666085.1	Yersinia pestis	SAMN44445123	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1979-10-08		28012			4665413	49244	49244	206	47.5	98.69	0.96	Yersinia pestis	3	1		28012					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046666005.1	Yersinia pestis	SAMN44445124	Contig	SOURCE_DATABASE_GENBANK		China:Xinjiang	Marmota baibacina		1979-08		38002			4648110	47220	47220	223	47.5	98.99	0.96	Yersinia pestis	3	1		38002					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666045.1	Yersinia pestis	SAMN44445125	Contig	SOURCE_DATABASE_GENBANK		China:Xinjiang	Marmota baibacina		1979-08-29		44008			4663916	59230	59230	190	47.5	98.58	0.96	Yersinia pestis	3	1		44008					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666025.1	Yersinia pestis	SAMN44445126	Contig	SOURCE_DATABASE_GENBANK		China:Xinjiang	Marmota baibacina		1979-08-06		44009			4657368	56896	56896	190	47.5	98.58	0.96	Yersinia pestis	3	1		44009					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046666065.1	Yersinia pestis	SAMN44445127	Contig	SOURCE_DATABASE_GENBANK		China:Xinjiang	Marmota baibacina		1979-08-10		44038			4662892	59230	59230	190	47.5	98.55	0.96	Yersinia pestis	3	1		44038					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665985.1	Yersinia pestis	SAMN44445128	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-07-30		28009			4664563	49530	49530	201	47.5	98.63	0.96	Yersinia pestis	3	1		28009					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665925.1	Yersinia pestis	SAMN44445129	Scaffold	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-09-21		28011			4658469	49546	49546	208	47.5	98.69	1.02	Yersinia pestis	2	1		28011					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665945.1	Yersinia pestis	SAMN44445130	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-08-06		28013			4665934	49244	49244	207	47.5	98.69	0.96	Yersinia pestis	3	1		28013					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665965.1	Yersinia pestis	SAMN44445131	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-08-19		23002			4722273	49160	49160	202	47.5	98.44	1.39	Yersinia pestis	3	1		23002					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665905.1	Yersinia pestis	SAMN44445132	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Meriones meridianus		1979-10-06		147005			4680575	47079	47079	219	47.5	98.99	0.96	Yersinia pestis	3	1		147005					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	meriones
GCA_046665885.1	Yersinia pestis	SAMN44445133	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Meriones unguiculatus		1979-12-05		147012			4578502	45241	45241	211	47.5	98.84	0.91	Yersinia pestis	3	1		147012					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	meriones
GCA_046665845.1	Yersinia pestis	SAMN44445134	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Meriones unguiculatus		1979-12-05		147013			4677341	47079	47079	214	47.5	98.99	0.96	Yersinia pestis	3	1		147013					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	meriones
GCA_046665865.1	Yersinia pestis	SAMN44445135	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Meriones unguiculatus		1979-12-05		147014			4681257	46891	46891	220	47.5	98.99	0.96	Yersinia pestis	3	1		147014					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	meriones
GCA_046665805.1	Yersinia pestis	SAMN44445136	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-06-14		19023			4630098	48900	48900	207	47.5	98.68	0.86	Yersinia pestis	3	1		19023					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665825.1	Yersinia pestis	SAMN44445137	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Meriones unguiculatus		1979-09-08		92006			4579747	45165	45165	222	47.5	98.93	0.86	Yersinia pestis	3	1		92006					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	meriones
GCA_046665785.1	Yersinia pestis	SAMN44445138	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-07-03		15028			4664352	49530	49530	200	47.5	98.69	0.96	Yersinia pestis	3	1		15028					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665745.1	Yersinia pestis	SAMN44445139	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-09-08		25003			4643386	49219	49219	193	47.5	98.64	0.96	Yersinia pestis	3	1		25003					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665765.1	Yersinia pestis	SAMN44445140	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-09-26		25004			4644066	49160	49160	196	47.5	98.64	0.96	Yersinia pestis	3	1		25004					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665705.1	Yersinia pestis	SAMN44445141	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-09-26		25005			4644759	48750	48750	201	47.5	98.64	0.96	Yersinia pestis	3	1		25005					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665725.1	Yersinia pestis	SAMN44445142	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-09-26		25006			4644616	48901	48901	196	47.5	98.64	0.96	Yersinia pestis	3	1		25006					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665685.1	Yersinia pestis	SAMN44445143	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-09-26		25007			4644647	49530	49530	199	47.5	98.64	0.96	Yersinia pestis	3	1		25007					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665665.1	Yersinia pestis	SAMN44445144	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1979-09-26		25008			4668454	49219	49219	208	47.5	98.64	1.93	Yersinia pestis	3	1		25008					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665645.1	Yersinia pestis	SAMN44445145	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	sheep		1979-10-10		15031			4664640	49546	49546	202	47.5	98.69	0.96	Yersinia pestis	3	1		15031					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	sheep
GCA_046665625.1	Yersinia pestis	SAMN44445146	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	sheep		1979-10-20		15032			4664387	49546	49546	204	47.5	98.69	0.96	Yersinia pestis	3	1		15032					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	sheep
GCA_046665585.1	Yersinia pestis	SAMN44445147	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	tick		1979-08-03		29002			4629399	48900	48900	200	47.5	98.6	0.86	Yersinia pestis	3	1		29002					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	tick
GCA_046665605.1	Yersinia pestis	SAMN44445148	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia			1980-05-04		92008			4680077	47079	47079	222	47.5	98.77	0.96	Yersinia pestis	3	1		92008					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	U	low	no_information
GCA_046665565.1	Yersinia pestis	SAMN44445149	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	flea		1980-05-10		147023			4577798	46891	46891	214	47.5	98.84	0.91	Yersinia pestis	3	1		147023					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	flea
GCA_046665535.1	Yersinia pestis	SAMN44445150	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Citellophilus tesquorum mongolicus		1980-05-09		147024			4579823	48667	48667	218	47.5	98.99	0.86	Yersinia pestis	3	1		147024					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	citellophilus
GCA_046665485.1	Yersinia pestis	SAMN44445151	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Neopsylla pleskei		1980-05-16		147025			4677105	47081	47081	216	47.5	98.99	0.96	Yersinia pestis	3	1		147025					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	neopsylla
GCA_046665505.1	Yersinia pestis	SAMN44445152	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Neopsylla laeviceps		1980-06-08		147026			4578056	47025	47025	213	47.5	98.84	0.91	Yersinia pestis	3	1		147026					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	neopsylla
GCA_046665465.1	Yersinia pestis	SAMN44445153	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Neopsylla pleskei		1980-06-12		147027			4676450	48667	48667	213	47.5	98.99	0.96	Yersinia pestis	3	1		147027					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	neopsylla
GCA_046665525.1	Yersinia pestis	SAMN44445154	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Xenopsylla conformis		1980-05-04		92007			4580752	47025	47025	214	47.5	98.84	0.91	Yersinia pestis	3	1		92007					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	xenopsylla
GCA_046665445.1	Yersinia pestis	SAMN44445155	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1980-10-09		28017			4654737	49244	49244	203	47.5	98.69	0.96	Yersinia pestis	3	1		28017					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046665425.1	Yersinia pestis	SAMN44445156	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1980-10-25		23005			4722414	49160	49160	202	47.5	98.54	1.39	Yersinia pestis	3	1		23005					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046665385.1	Yersinia pestis	SAMN44445157	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1980-08-29		15010			4664080	49546	49546	200	47.5	98.69	0.96	Yersinia pestis	3	1		15010					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046665365.1	Yersinia pestis	SAMN44445158	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1980-07-25		15014			4664257	49248	49248	193	47.5	98.55	0.96	Yersinia pestis	3	1		15014					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046665405.1	Yersinia pestis	SAMN44445159	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai		Homo sapiens	1980-08-12		15037			4663784	49546	49546	200	47.5	98.69	0.96	Yersinia pestis	3	1		15037					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	H	high	homo sapiens
GCA_046665345.1	Yersinia pestis	SAMN44445160	Contig	SOURCE_DATABASE_GENBANK		China:Inner Mongolia	Microtus brandtii		1980-08		91091			4545594	45241	45241	210	47.5	98.48	0.91	Yersinia pestis	3	1		91091					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	microtus
GCA_046665325.1	Yersinia pestis	SAMN44445161	Contig	SOURCE_DATABASE_GENBANK		China:Xinjiang	Marmota baibacina		1980-09-03		44010			4665415	59358	59358	190	47.5	98.58	0.96	Yersinia pestis	3	1		44010					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
GCA_046665245.1	Yersinia pestis	SAMN44445162	Contig	SOURCE_DATABASE_GENBANK		China:Qinghai	Marmota himalayana		1980-09-11		18001			4663560	49530	49530	199	47.5	98.55	0.96	Yersinia pestis	3	1		18001					Illumina NovaSeq	Shovill v. 1.0.1	PRJNA1177432	A	high	marmot
