Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCA_045490895.1	100.0	2.56	Neural Network (Specific Model)	11	0.866	222779	310.63117709437967	5068430	0.47	4715	58	540318	None
GCA_046218765.1	100.0	5.23	Neural Network (Specific Model)	11	0.866	267482	318.27272727272725	4782162	0.47	4345	51	605868	None
GCA_046577065.1	100.0	1.05	Neural Network (Specific Model)	11	0.869	361598	315.21257290991576	5031474	0.47	4629	40	847642	None
GCA_046646285.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	48929	312.0790303030303	4617314	0.48	4125	202	119114	None
GCA_046647305.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	48900	311.67898550724635	4629086	0.48	4140	204	126238	None
GCA_046647525.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.68398163807683	4628606	0.48	4139	203	126426	None
GCA_046648245.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	51696	310.8121705797796	4648737	0.48	4174	205	124587	None
GCA_046650545.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	48900	312.0689404934688	4628356	0.48	4134	198	126237	None
GCA_046650875.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49266	311.93107588856867	4655697	0.48	4164	209	126213	None
GCA_046651275.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49169	311.81517042726836	4657021	0.48	4166	205	127023	None
GCA_046651315.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	49091	311.3081715791996	4657908	0.48	4173	217	126085	None
GCA_046651475.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49168	311.32295160517486	4660551	0.48	4174	213	126828	None
GCA_046651895.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48929	311.75404687122494	4629153	0.48	4139	201	126117	None
GCA_046652605.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	49098	309.74323335771766	4557893	0.47	4101	208	126825	None
GCA_046653305.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49273	312.03484739245374	4653992	0.48	4161	199	126822	None
GCA_046653565.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49169	311.7447779111645	4655269	0.48	4165	208	126944	None
GCA_046655305.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	53846	312.04442843419787	4658513	0.48	4164	206	126215	None
GCA_046655845.1	100.0	0.28	Neural Network (Specific Model)	11	0.835	47522	310.63964610234336	4657595	0.48	4182	216	128101	None
GCA_046657085.1	100.0	0.29	Neural Network (Specific Model)	11	0.835	48777	308.5961585217603	4554661	0.47	4113	219	126221	None
GCA_046657105.1	100.0	0.28	Neural Network (Specific Model)	11	0.834	48675	308.8408371866634	4555009	0.47	4109	217	126079	None
GCA_046657125.1	100.0	0.29	Neural Network (Specific Model)	11	0.835	48784	310.149505666747	4610630	0.48	4147	223	126080	None
GCA_046657425.1	100.0	0.3	Neural Network (Specific Model)	11	0.835	48784	310.7722701149425	4652707	0.48	4176	219	119868	None
GCA_046657625.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.98137397194	4627781	0.48	4134	197	126255	None
GCA_046658425.1	100.0	0.32	Neural Network (Specific Model)	11	0.835	58524	312.22380837164286	4626913	0.48	4133	194	168227	None
GCA_046658745.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	47088	310.25404376784013	4675371	0.48	4204	215	126075	None
GCA_046659455.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48769	311.52425778421434	4630360	0.48	4143	209	126252	None
GCA_046659725.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	49530	311.5963085660199	4718111	0.48	4226	196	126117	None
GCA_046660145.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	49530	312.40414757656134	4644785	0.48	4147	197	126117	None
GCA_046660265.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48928	312.60591371788655	4628311	0.48	4126	200	125994	None
GCA_046660325.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48928	311.80410628019325	4630804	0.48	4140	205	126255	None
GCA_046663685.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49530	311.1602927289896	4723488	0.48	4236	208	125990	None
GCA_046663945.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49244	311.88870192307695	4654773	0.48	4160	207	126255	None
GCA_046665845.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	47079	310.04419101924447	4677341	0.48	4209	214	144032	None
GCA_046665945.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49244	311.715380929564	4665934	0.48	4174	207	126255	None
GCA_046666645.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	44652	308.12581502052643	4578908	0.48	4141	221	126075	None
GCA_046667365.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49530	311.76245572609207	4730112	0.48	4235	204	126089	None
GCA_046668875.1	100.0	0.2	Neural Network (Specific Model)	11	0.836	49243	309.996261682243	4750778	0.48	4280	206	126231	None
GCA_046669545.1	100.0	0.19	Neural Network (Specific Model)	11	0.834	48900	309.6756624141315	4532867	0.47	4076	209	124172	None
GCA_046669585.1	100.0	0.2	Neural Network (Specific Model)	11	0.834	48769	309.4946025515211	4529273	0.47	4076	203	126119	None
GCA_046669805.1	100.0	0.26	Neural Network (Specific Model)	11	0.835	47061	309.254443632822	4557739	0.47	4107	212	128361	None
GCA_046669865.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	53846	311.7334452975048	4653673	0.48	4168	214	125953	None
GCA_046670335.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49278	310.7030360531309	4691179	0.48	4216	204	126084	None
GCA_046670525.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.222088256571	4629760	0.48	4147	206	126305	None
GCA_046671085.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47088	311.14809489575845	4655743	0.48	4173	213	126083	None
GCA_046671885.1	100.0	0.28	Neural Network (Specific Model)	11	0.836	59646	311.3060344827586	4657553	0.48	4176	192	137263	None
GCA_046673265.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	48650	311.4728457639392	4629370	0.48	4143	205	126100	None
GCA_046673385.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49169	310.42464454976306	4693042	0.48	4220	208	126219	None
GCA_046675925.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	48900	312.1388821679168	4627087	0.48	4133	194	126115	None
GCA_046680185.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	48900	310.04140587385655	4619527	0.48	4154	202	126117	None
GCA_046680885.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	49160	310.1324343847821	4619697	0.48	4153	198	126251	None
GCA_046681205.1	100.0	0.28	Neural Network (Specific Model)	11	0.836	62188	311.6482857827859	4658287	0.48	4171	187	137263	None
GCA_046681805.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	56994	312.57887085049674	4627066	0.48	4127	184	168189	None
GCA_046682715.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	58524	312.4181598062954	4626586	0.48	4130	180	188554	None
GCA_046683005.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47079	310.7690835128021	4655482	0.48	4179	218	126221	None
GCA_046684285.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	311.0459880239521	4655543	0.48	4175	215	125960	None
GCA_046684305.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	310.31827956989247	4655141	0.48	4185	222	124912	None
GCA_046686565.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	44632	308.94234058148055	4539985	0.47	4093	218	121657	None
GCA_046687505.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47509	311.1608475800626	4633435	0.48	4153	216	126017	None
GCA_046688725.1	100.0	0.27	Neural Network (Specific Model)	11	0.836	49278	311.65323741007194	4657898	0.48	4170	207	126080	None
GCA_046690345.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	51698	312.19158653846154	4656383	0.48	4160	200	119989	None
GCA_046696165.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47515	310.97473532242543	4634072	0.48	4156	219	126214	None
GCA_046696565.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47079	311.1890199855526	4634038	0.48	4153	219	126218	None
GCA_046722285.1	100.0	0.29	Neural Network (Specific Model)	11	0.834	48667	309.1339829476249	4554169	0.47	4105	214	126123	None
GCA_047427535.1	100.0	2.68	Neural Network (Specific Model)	11	0.852	56036	308.68724477540235	4514838	0.47	4163	161	146164	None
GCA_047427735.1	100.0	3.3	Neural Network (Specific Model)	11	0.853	48547	308.62886597938143	4521707	0.47	4171	173	121960	None
GCA_047500085.1	100.0	0.72	Neural Network (Specific Model)	11	0.855	117548	311.29651436646253	4632216	0.47	4246	82	245132	None
GCA_048698955.1	100.0	0.87	Neural Network (Specific Model)	11	0.867	177357	309.85223590408293	4957123	0.47	4629	72	388127	None
GCA_048856745.1	100.0	4.08	Neural Network (Specific Model)	11	0.869	124743	301.07912260086175	5300325	0.47	5106	176	244916	None
GCA_049237585.1	100.0	1.73	Neural Network (Specific Model)	11	0.853	55240	307.20058069199126	4459994	0.47	4133	180	215382	None
GCA_049293065.1	100.0	2.93	Neural Network (Specific Model)	11	0.852	61049	307.73637007316495	4585676	0.47	4237	136	166584	None
GCA_049566095.1	100.0	1.25	Neural Network (Specific Model)	11	0.867	384408	315.8002767527675	4732917	0.47	4336	44	640832	None
GCA_049747215.1	100.0	0.66	Neural Network (Specific Model)	11	0.851	92564	312.2133204633205	4552723	0.47	4144	130	300017	None
GCA_049757805.1	100.0	0.62	Neural Network (Specific Model)	11	0.867	275705	309.7970090169342	4867007	0.47	4547	80	621479	None
GCA_049758575.1	100.0	2.3	Neural Network (Specific Model)	11	0.867	175150	318.08250976786945	4784069	0.47	4351	67	525691	None
GCA_049759655.1	100.0	2.2	Neural Network (Specific Model)	11	0.868	225488	317.7450392247347	4754304	0.47	4334	50	704283	None
GCA_049759895.1	100.0	3.43	Neural Network (Specific Model)	11	0.869	197706	309.19039414171874	4945735	0.47	4643	58	725171	None
GCA_049760215.1	100.0	0.57	Neural Network (Specific Model)	11	0.867	193347	312.4232673267327	4796562	0.47	4444	75	465630	None
GCA_049760455.1	100.0	1.03	Neural Network (Specific Model)	11	0.87	82029	308.34366812227074	4861855	0.47	4580	136	253669	None
GCA_049761575.1	100.0	2.89	Neural Network (Specific Model)	11	0.87	160686	308.1577045696068	4993002	0.47	4705	90	494803	None
GCA_049762515.1	100.0	2.73	Neural Network (Specific Model)	11	0.851	97543	312.47406167822135	4600657	0.47	4183	134	302107	None
GCA_049762675.1	100.0	3.29	Neural Network (Specific Model)	11	0.866	398208	321.25783475783476	4682213	0.47	4212	30	644704	None
GCA_049765335.1	100.0	1.75	Neural Network (Specific Model)	11	0.852	79562	312.6697796934866	4591500	0.47	4176	150	219503	None
GCA_049765435.1	100.0	3.08	Neural Network (Specific Model)	11	0.868	359215	316.1293498168498	4764193	0.47	4368	43	613198	None
GCA_049765715.1	100.0	1.3	Neural Network (Specific Model)	11	0.851	92564	312.3955832933269	4581216	0.47	4166	131	300029	None
GCA_050224465.1	100.0	1.18	Neural Network (Specific Model)	11	0.867	263648	310.93634283336803	5163413	0.47	4807	61	598224	None
GCA_050319015.1	100.0	1.51	Neural Network (Specific Model)	11	0.866	270989	320.5267899478426	4675198	0.47	4218	41	568712	None
GCA_050573795.1	100.0	3.64	Neural Network (Specific Model)	11	0.865	83586	319.115347950429	4636045	0.47	4196	96	255670	None
GCA_051017085.1	100.0	0.34	Neural Network (Specific Model)	11	0.869	132837	320.3004008488564	4682927	0.47	4241	77	271652	None
GCA_051081915.1	100.0	1.65	Neural Network (Specific Model)	11	0.868	327483	308.84163663345345	5027243	0.47	4717	39	596558	None
GCA_051211885.1	100.0	0.98	Neural Network (Specific Model)	11	0.866	152537	322.97200287150037	4668772	0.47	4179	72	287606	None
GCA_051223125.1	100.0	3.44	Neural Network (Specific Model)	11	0.869	193766	318.39130434782606	4872947	0.47	4439	63	472915	None
GCA_051232185.1	100.0	1.08	Neural Network (Specific Model)	11	0.865	688445	318.72116753678216	4649692	0.47	4214	18	1063805	None
GCA_051398415.1	100.0	1.0	Neural Network (Specific Model)	11	0.867	213873	315.27733026467206	4730405	0.47	4345	67	539586	None
GCA_051400695.1	100.0	1.06	Neural Network (Specific Model)	11	0.855	47952	306.8827519379845	4438152	0.47	4128	251	117296	None
GCA_051979135.1	100.0	2.48	Neural Network (Specific Model)	11	0.853	65922	306.5453703703704	4649278	0.47	4320	119	218265	None
GCA_052385365.1	100.0	2.65	Neural Network (Specific Model)	11	0.867	119619	318.01528839471854	4743417	0.47	4317	72	287563	None
GCA_052450335.1	100.0	0.45	Neural Network (Specific Model)	11	0.867	362969	320.96737554374096	4588787	0.47	4138	28	715151	None
GCA_052805055.1	100.0	0.6	Neural Network (Specific Model)	11	0.867	249896	319.1512195121951	4745813	0.47	4305	38	455892	None
GCA_053040345.1	100.0	0.88	Neural Network (Specific Model)	11	0.857	410061	318.06960950764005	4587119	0.47	4123	26	724927	None
GCA_053120145.1	100.0	1.05	Neural Network (Specific Model)	11	0.868	482104	323.37825780699694	4756598	0.47	4259	24	1257198	None
GCA_053517845.1	100.0	0.55	Neural Network (Specific Model)	11	0.866	275510	308.4228740240557	5052892	0.47	4739	55	781347	None
GCA_053670095.1	100.0	1.73	Neural Network (Specific Model)	11	0.863	179197	317.8773158608224	4882677	0.47	4426	62	356627	None
GCA_054745145.1	100.0	0.67	Neural Network (Specific Model)	11	0.853	70533	309.23555446274895	4415823	0.47	4067	136	218249	None
GCA_055009105.1	100.0	0.16	Neural Network (Specific Model)	11	0.869	267052	319.36603597290355	4714269	0.47	4281	52	501779	None
GCA_055040675.1	100.0	1.73	Neural Network (Specific Model)	11	0.867	492607	312.2346893160483	4827972	0.47	4474	44	873971	None
GCA_055056315.1	100.0	0.16	Neural Network (Specific Model)	11	0.851	75695	309.15816326530614	4478074	0.47	4116	104	219615	None
GCA_056366625.1	100.0	0.72	Neural Network (Specific Model)	11	0.866	169517	310.3726169844021	4954577	0.47	4616	78	396167	None
GCA_056366685.1	100.0	0.55	Neural Network (Specific Model)	11	0.867	213805	317.63811903680147	4832752	0.47	4402	71	818902	None
GCA_056455585.1	100.0	1.15	Neural Network (Specific Model)	11	0.867	128465	309.9299781181619	4893435	0.47	4570	145	691281	None
GCA_056624715.1	100.0	2.16	Neural Network (Specific Model)	11	0.869	352760	315.61722272317405	4824094	0.47	4436	34	708968	None
GCA_056687565.1	100.0	0.35	Neural Network (Specific Model)	11	0.868	204839	319.50789535705866	4681023	0.47	4243	53	278755	None
GCA_056789695.1	100.0	0.1	Neural Network (Specific Model)	11	0.868	184481	317.72307345651194	4868082	0.47	4438	68	454441	None
GCA_056906815.1	100.0	0.35	Neural Network (Specific Model)	11	0.869	145899	314.7363518197574	5010331	0.47	4616	97	356610	None
GCA_057160215.1	100.0	0.03	Neural Network (Specific Model)	11	0.868	252684	310.90070921985813	4990388	0.47	4653	68	778648	None
GCA_902168765.1	100.0	0.19	Neural Network (Specific Model)	11	0.852	28572	295.80046296296297	4489926	0.47	4320	436	173789	None
GCA_902168955.1	100.0	0.22	Neural Network (Specific Model)	11	0.849	37154	299.00831834532374	4688746	0.47	4448	411	100482	None
GCA_902169605.1	100.0	0.06	Neural Network (Specific Model)	11	0.851	53692	310.8418163672655	4383991	0.47	4008	213	247046	None
GCA_902170095.1	100.0	0.32	Neural Network (Specific Model)	11	0.852	46359	303.2221144519884	4395772	0.47	4124	218	205329	None
GCA_902171555.1	100.0	0.15	Neural Network (Specific Model)	11	0.839	104925	319.1528384279476	4696498	0.48	4122	133	339875	None
GCA_902171675.1	100.0	0.41	Neural Network (Specific Model)	11	0.837	131354	318.3358006415001	4618568	0.47	4053	119	336391	None
GCA_902171705.1	100.0	0.85	Neural Network (Specific Model)	11	0.813	52855	283.8698014629049	5000728	0.47	4785	659	170828	None
GCA_902171955.1	100.0	0.12	Neural Network (Specific Model)	11	0.842	75756	313.62497077390697	4768128	0.48	4277	156	350265	None
GCA_902172325.1	100.0	0.87	Neural Network (Specific Model)	11	0.844	45304	313.5637614678899	4849362	0.48	4360	274	129500	None
GCA_902172885.1	100.0	0.26	Neural Network (Specific Model)	11	0.845	29607	314.4936470588235	4736090	0.48	4250	355	94303	None
GCA_963866205.1	100.0	0.15	Neural Network (Specific Model)	11	0.852	75795	310.1971589517512	4452661	0.47	4083	117	219106	None
GCA_963867305.1	100.0	0.47	Neural Network (Specific Model)	11	0.851	62469	308.8116930572473	4460315	0.47	4105	131	217725	None
GCA_963869735.1	100.0	0.0	Neural Network (Specific Model)	11	0.853	88614	315.6501246882793	4445973	0.47	4010	106	235407	None
GCF_000255775.1	100.0	0.2	Neural Network (Specific Model)	11	0.841	34962	310.5720840376721	4578309	0.47	4141	220	101431	None
GCF_000320465.1	100.0	0.23	Neural Network (Specific Model)	11	0.842	11750	294.899384469697	4427639	0.48	4224	798	56286	None
GCF_000323185.1	100.0	0.73	Neural Network (Specific Model)	11	0.845	9618	287.07371794871796	4444813	0.48	4368	1053	56287	None
GCF_000323625.1	100.0	2.74	Neural Network (Specific Model)	11	0.843	6786	273.5682165466055	4452201	0.48	4581	1336	36584	None
GCF_000323705.1	100.0	0.24	Neural Network (Specific Model)	11	0.843	11380	294.5322505800464	4508534	0.48	4310	852	56286	None
GCF_000324185.1	100.0	0.17	Neural Network (Specific Model)	11	0.845	9179	289.1531012220429	4440824	0.48	4337	1040	56286	None
GCF_000325105.1	100.0	0.18	Neural Network (Specific Model)	11	0.844	9000	285.4025114155251	4434765	0.48	4380	1119	56894	None
GCF_000834275.1	100.0	0.21	Neural Network (Specific Model)	11	0.832	4531804	304.7588454376164	4709246	0.48	4296	4	4531804	None
GCF_000987925.1	100.0	0.02	Neural Network (Specific Model)	11	0.857	4735535	318.7225806451613	4837317	0.47	4340	2	4735535	None
GCF_001098085.1	100.0	0.05	Neural Network (Specific Model)	11	0.853	80076	311.16016279626524	4562597	0.47	4177	107	211327	None
GCF_001135745.1	100.0	0.0	Neural Network (Specific Model)	11	0.867	261115	320.6537455410226	4657206	0.47	4205	34	704362	None
GCF_001140625.1	100.0	0.07	Neural Network (Specific Model)	11	0.838	141384	315.02244801512285	4766117	0.47	4232	106	298146	None
GCF_001220085.1	100.0	0.05	Neural Network (Specific Model)	11	0.849	99178	310.38868832731646	4552140	0.47	4155	108	315672	None
GCF_001319585.1	100.0	0.01	Neural Network (Specific Model)	11	0.865	339773	326.5132972464109	4804157	0.47	4249	42	627633	None
GCF_001354575.1	100.0	0.0	Neural Network (Specific Model)	11	0.853	119230	309.3568030447193	4563803	0.47	4204	104	368511	None
GCF_001617715.1	100.0	0.26	Neural Network (Specific Model)	11	0.84	39937	303.33656575212865	4574099	0.48	4228	255	93411	None
GCF_001883365.1	100.0	0.04	Neural Network (Specific Model)	11	0.852	186952	315.6155898043865	3743544	0.48	3374	78	309719	None
GCF_001883615.1	100.0	0.03	Neural Network (Specific Model)	11	0.852	143997	314.97645673925837	3760817	0.48	3398	77	323342	None
GCF_002591195.1	100.0	0.0	Neural Network (Specific Model)	11	0.858	4934031	325.3590333716916	4934031	0.47	4345	1	4934031	None
GCF_006546745.1	100.0	0.73	Neural Network (Specific Model)	11	0.84	41138	304.39817629179333	4641539	0.48	4277	280	118891	None
