accession	species	niche	n_plasmid_contigs	has_plasmid	rep_types	mobility_types	total_plasmid_bp
GCF_046034095.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67670
GCF_046034075.1	Yersinia enterocolitica	H	0	0			0
GCF_046034035.1	Yersinia enterocolitica	H	0	0			0
GCF_046034045.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	71907
GCF_046034015.1	Yersinia enterocolitica	H	2	1	rep_cluster_645|IncFII,rep_cluster_2203	-	72287
GCF_046033975.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67498
GCF_046033995.1	Yersinia enterocolitica	H	9	1	IncFII|-	-	115851
GCF_046033915.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68513
GCF_046033895.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68358
GCF_046033935.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67563
GCF_046033955.1	Yersinia enterocolitica	H	10	1	rep_cluster_1304|-	-	70793
GCF_046033875.1	Yersinia enterocolitica	H	6	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	69738
GCF_046033815.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67857
GCF_046033795.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	71683
GCF_046033855.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72352
GCF_046033825.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67921
GCF_046033775.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67797
GCF_046033755.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67256
GCF_046033735.1	Yersinia enterocolitica	H	0	0			0
GCF_046033715.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67272
GCF_046033695.1	Yersinia enterocolitica	H	1	1	-	-	2022
GCF_046033675.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67396
GCF_046033655.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67500
GCF_046033635.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72322
GCF_046033575.1	Yersinia enterocolitica	H	0	0			0
GCF_046033615.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67264
GCF_046033595.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	73082
GCF_046033555.1	Yersinia enterocolitica	H	0	0			0
GCF_046033515.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	71173
GCF_046033535.1	Yersinia enterocolitica	H	5	1	rep_cluster_214|-	-	65026
GCF_046033495.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67666
GCF_046033455.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	73272
GCF_046033475.1	Yersinia enterocolitica	H	5	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	72199
GCF_046033435.1	Yersinia enterocolitica	H	0	0			0
GCF_046033395.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72207
GCF_046033415.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68294
GCF_046033375.1	Yersinia enterocolitica	H	0	0			0
GCF_046033355.1	Yersinia enterocolitica	H	0	0			0
GCF_046033315.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67264
GCF_046033295.1	Yersinia enterocolitica	H	1	1	rep_cluster_2307	-	93209
GCF_046033335.1	Yersinia enterocolitica	H	1	1	IncN	-	34482
GCF_046033275.1	Yersinia enterocolitica	H	0	0			0
GCF_046033255.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67852
GCF_046033195.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67896
GCF_046033235.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72087
GCF_046033215.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67264
GCF_046033175.1	Yersinia enterocolitica	H	0	0			0
GCF_046033155.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67246
GCF_046033115.1	Yersinia enterocolitica	H	5	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	70614
GCF_046033095.1	Yersinia enterocolitica	H	0	0			0
GCF_046033135.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-	-	61311
GCF_046033075.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72204
GCF_046033055.1	Yersinia enterocolitica	H	4	1	rep_cluster_1804|-|rep_cluster_2373	-	45084
GCF_046033015.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67399
GCF_046033035.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72821
GCF_046032975.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67074
GCF_046032995.1	Yersinia enterocolitica	H	1	1	-	-	70818
GCF_046032935.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72193
GCF_046032895.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	68213
GCF_046032955.1	Yersinia enterocolitica	H	1	1	-	-	70242
GCF_046032875.1	Yersinia enterocolitica	H	2	1	IncFII|-	-	56081
GCF_046032915.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	71752
GCF_046032835.1	Yersinia enterocolitica	H	1	1	-	-	100038
GCF_046032795.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67694
GCF_046030055.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72160
GCF_046030025.1	Yersinia enterocolitica	H	0	0			0
GCF_046030085.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72007
GCF_046030015.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67269
GCF_046029995.1	Yersinia enterocolitica	H	0	0			0
GCF_046029905.1	Yersinia enterocolitica	H	5	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	71736
GCF_046029885.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67932
GCF_046029815.1	Yersinia enterocolitica	H	0	0			0
GCF_046029865.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	73070
GCF_046029855.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	70774
GCF_046029735.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68091
GCF_046029715.1	Yersinia enterocolitica	H	0	0			0
GCF_046029575.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67745
GCF_046029605.1	Yersinia enterocolitica	H	2	1	rep_cluster_645|-	-	62561
GCF_046029585.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67499
GCF_046029555.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	71881
GCF_046029495.1	Yersinia enterocolitica	H	0	0			0
GCF_046029405.1	Yersinia enterocolitica	H	0	0			0
GCF_046029375.1	Yersinia enterocolitica	H	5	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	71687
GCF_046029285.1	Yersinia enterocolitica	H	2	1	-	-	6079
GCF_046029275.1	Yersinia enterocolitica	H	5	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	72014
GCF_046029295.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67641
GCF_046029135.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67869
GCF_046029195.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67554
GCF_046029115.1	Yersinia enterocolitica	H	0	0			0
GCF_046029055.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67392
GCF_046029015.1	Yersinia enterocolitica	H	0	0			0
GCF_046028955.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67811
GCF_046028965.1	Yersinia enterocolitica	H	0	0			0
GCF_046028845.1	Yersinia enterocolitica	H	0	0			0
GCF_046028905.1	Yersinia enterocolitica	H	0	0			0
GCF_046028835.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|-	-	62177
GCF_046028645.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67766
GCF_046028685.1	Yersinia enterocolitica	H	0	0			0
GCF_046028655.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67872
GCF_046028675.1	Yersinia enterocolitica	H	0	0			0
GCF_046028595.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	71240
GCF_046028455.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67990
GCF_046028425.1	Yersinia enterocolitica	H	0	0			0
GCF_046028415.1	Yersinia enterocolitica	H	9	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	49973
GCF_046028445.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66983
GCF_046028435.1	Yersinia enterocolitica	H	0	0			0
GCF_046028315.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68054
GCF_046028275.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66874
GCF_046028305.1	Yersinia enterocolitica	H	0	0			0
GCF_046028295.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67628
GCF_046028285.1	Yersinia enterocolitica	H	0	0			0
GCA_037547315.1	Yersinia enterocolitica	H	0	0			0
GCA_037157645.1	Yersinia enterocolitica	F	0	0			0
GCA_037547335.1	Yersinia enterocolitica	H	0	0			0
GCA_037157375.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	71833
GCA_045179305.1	Yersinia enterocolitica	H	1	1	rep_cluster_2335	-	4666
GCA_045179105.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	75298
GCA_045179065.1	Yersinia enterocolitica	H	3	1	-|ColRNAI_rep_cluster_1987	-	15224
GCA_045179085.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	69551
GCA_037173465.1	Yersinia enterocolitica	F	2	1	ColRNAI_rep_cluster_1987|Col(Ye4449)	-	12992
GCA_037175245.1	Yersinia enterocolitica	F	1	1	rep_cluster_1155	-	8069
GCA_037210595.1	Yersinia enterocolitica	F	2	1	ColRNAI_rep_cluster_1987|Col(Ye4449)	-	12992
GCA_037210695.1	Yersinia enterocolitica	F	1	1	rep_cluster_1155	-	8069
GCA_037206455.1	Yersinia enterocolitica	H	0	0			0
GCA_037206555.1	Yersinia enterocolitica	H	5	1	-	-	12818
GCA_037206495.1	Yersinia enterocolitica	H	0	0			0
GCA_037452955.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII	-	67045
GCA_037452935.1	Yersinia enterocolitica	H	0	0			0
GCA_037483465.1	Yersinia enterocolitica	F	1	1	rep_cluster_1304	-	32321
GCA_037483425.1	Yersinia enterocolitica	H	0	0			0
GCA_037483385.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66655
GCA_037483305.1	Yersinia enterocolitica	H	6	1	rep_cluster_1304|-	-	68190
GCA_037483335.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68513
GCA_044956805.1	Yersinia enterocolitica	H	0	0			0
GCA_044956665.1	Yersinia enterocolitica	H	0	0			0
GCA_037863465.1	Yersinia enterocolitica	H	0	0			0
GCA_042960105.1	Yersinia enterocolitica	H	0	0			0
GCA_042962425.1	Yersinia enterocolitica	H	5	1	rep_cluster_2307|rep_cluster_214|-	-	195005
GCA_042962365.1	Yersinia enterocolitica	H	1	1	rep_cluster_1304	-	31693
GCA_042962395.1	Yersinia enterocolitica	H	5	1	IncP|rep_cluster_645|-|IncFII,rep_cluster_2203	-	109244
GCA_042962385.1	Yersinia enterocolitica	H	1	1	ColRNAI_rep_cluster_1987	-	3223
GCA_042962345.1	Yersinia enterocolitica	H	1	1	rep_cluster_2335	-	4666
GCA_042964365.1	Yersinia enterocolitica	H	8	1	IncFII|-	-	81680
GCA_037892355.1	Yersinia enterocolitica	F	1	1	-	-	6121
GCA_037892295.1	Yersinia enterocolitica	H	3	1	Col(Ye4449)|rep_cluster_2358|ColRNAI_rep_cluster_1987	-	13861
GCA_042975075.1	Yersinia enterocolitica	H	0	0			0
GCA_042975135.1	Yersinia enterocolitica	H	0	0			0
GCA_042974035.1	Yersinia enterocolitica	H	3	1	rep_cluster_1304|-	-	37677
GCA_042974055.1	Yersinia enterocolitica	H	3	1	Col(Ye4449)|ColRNAI_rep_cluster_1987	-	12805
GCA_042974005.1	Yersinia enterocolitica	H	2	1	rep_cluster_957|rep_cluster_214	-	213844
GCA_043000285.1	Yersinia enterocolitica	H	0	0			0
GCA_042975175.1	Yersinia enterocolitica	H	3	1	rep_cluster_1304|-	-	37665
GCA_042972995.1	Yersinia enterocolitica	H	3	1	ColRNAI_rep_cluster_1987|rep_cluster_2373	-	14288
GCA_045176505.1	Yersinia enterocolitica	H	4	1	IncFII|rep_cluster_1304|-|Col(Ye4449)	-	105938
GCA_038011215.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67735
GCA_038017655.1	Yersinia enterocolitica	H	0	0			0
GCA_042987135.1	Yersinia enterocolitica	H	2	1	rep_cluster_957|rep_cluster_214	-	213844
GCA_042989255.1	Yersinia enterocolitica	H	1	1	rep_cluster_2335	-	4667
GCA_042989275.1	Yersinia enterocolitica	H	9	1	-|rep_cluster_1304|rep_cluster_2373	-	66487
GCA_042987115.1	Yersinia enterocolitica	H	1	1	-	-	4017
GCA_042987095.1	Yersinia enterocolitica	H	0	0			0
GCA_042987075.1	Yersinia enterocolitica	H	0	0			0
GCA_038051415.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68435
GCA_045175105.1	Yersinia enterocolitica	H	10	1	IncFII|rep_cluster_1304|-	-	138873
GCF_039640445.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178858
GCF_039640455.1	Yersinia pestis	H	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178859
GCF_039640475.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	176900
GCF_039640465.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178866
GCF_039640425.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178859
GCF_039640415.1	Yersinia pestis	A	3	1	IncFII,rep_cluster_645|IncFIB|rep_cluster_2350	-	178864
GCF_039640405.1	Yersinia pestis	H	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178869
GCF_039640435.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178864
GCF_039640395.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178868
GCA_045174525.1	Yersinia enterocolitica	H	0	0			0
GCA_038086935.1	Yersinia enterocolitica	H	6	1	-	-	17589
GCF_039640175.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178868
GCF_039640485.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178868
GCA_045172785.1	Yersinia enterocolitica	H	2	1	rep_cluster_224|ColRNAI_rep_cluster_1987	-	45451
GCA_038109965.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|-	-	61046
GCA_038105425.1	Yersinia enterocolitica	H	9	1	rep_cluster_1304|-|rep_cluster_2358|ColE10	-	98662
GCA_038107475.1	Yersinia enterocolitica	H	6	1	-|ColRNAI_rep_cluster_1857|ColRNAI_rep_cluster_1987|rep_cluster_2358	-	68786
GCA_038156105.1	Yersinia enterocolitica	H	0	0			0
GCA_038154965.1	Yersinia enterocolitica	F	0	0			0
GCA_045172725.1	Yersinia enterocolitica	H	1	1	rep_cluster_1304	-	39584
GCA_043002705.1	Yersinia enterocolitica	H	0	0			0
GCA_043002675.1	Yersinia enterocolitica	H	0	0			0
GCA_042998195.1	Yersinia enterocolitica	H	0	0			0
GCA_045172095.1	Yersinia enterocolitica	H	0	0			0
GCA_045172045.1	Yersinia enterocolitica	H	1	1	rep_cluster_2335	-	4666
GCA_045172005.1	Yersinia enterocolitica	H	1	1	rep_cluster_1304	-	31693
GCA_042998215.1	Yersinia enterocolitica	H	0	0			0
GCA_038380045.1	Yersinia enterocolitica	F	1	1	-	-	14269
GCA_038380065.1	Yersinia enterocolitica	H	0	0			0
GCA_038411925.1	Yersinia enterocolitica	H	0	0			0
GCA_038411885.1	Yersinia enterocolitica	H	0	0			0
GCA_038417185.1	Yersinia enterocolitica	F	0	0			0
GCA_038417165.1	Yersinia enterocolitica	F	0	0			0
GCA_038417145.1	Yersinia enterocolitica	F	0	0			0
GCA_038417125.1	Yersinia enterocolitica	H	0	0			0
GCA_038417105.1	Yersinia enterocolitica	F	0	0			0
GCA_038420275.1	Yersinia enterocolitica	H	0	0			0
GCA_038420305.1	Yersinia enterocolitica	H	0	0			0
GCA_038452335.1	Yersinia enterocolitica	H	0	0			0
GCA_038501325.1	Yersinia enterocolitica	H	0	0			0
GCA_038501335.1	Yersinia enterocolitica	F	2	1	-|ColRNAI_rep_cluster_1987	-	33462
GCA_038630655.1	Yersinia enterocolitica	H	0	0			0
GCA_038628855.1	Yersinia enterocolitica	H	2	1	-|rep_cluster_2335	-	5923
GCA_038628815.1	Yersinia enterocolitica	H	2	1	-|rep_cluster_2335	-	5923
GCA_038630255.1	Yersinia enterocolitica	H	0	0			0
GCA_038843775.1	Yersinia ruckeri	A	0	0			0
GCA_038843465.1	Yersinia ruckeri	A	0	0			0
GCA_038843695.1	Yersinia ruckeri	A	4	1	-	-	82425
GCA_038848025.1	Yersinia ruckeri	A	0	0			0
GCA_039297585.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72022
GCA_039299315.1	Yersinia enterocolitica	H	0	0			0
GCA_043048475.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72448
GCA_043048455.1	Yersinia enterocolitica	H	1	1	rep_cluster_1304	-	39584
GCA_045156195.1	Yersinia enterocolitica	H	0	0			0
GCA_039504025.1	Yersinia enterocolitica	H	0	0			0
GCA_045152975.1	Yersinia enterocolitica	H	5	1	rep_cluster_2307|-	-	110164
GCA_045154395.1	Yersinia enterocolitica	H	1	1	ColRNAI_rep_cluster_1987	-	3223
GCA_043050175.1	Yersinia enterocolitica	H	1	1	Col(Ye4449)	-	4386
GCA_043052715.1	Yersinia enterocolitica	H	0	0			0
GCF_053048155.1	Yersinia enterocolitica	F	1	1	-	-	3658
GCA_039602075.1	Yersinia enterocolitica	H	0	0			0
GCF_039703215.1	Yersinia pestis	A	2	1	IncFIB|IncFII,rep_cluster_645	-	169038
GCF_039703785.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	178792
GCA_039618025.1	Yersinia enterocolitica	H	3	1	-|ColRNAI_rep_cluster_1987|rep_cluster_2358	-	38981
GCA_039782375.1	Yersinia enterocolitica	H	5	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	71328
GCA_039617925.1	Yersinia enterocolitica	H	0	0			0
GCA_039782355.1	Yersinia enterocolitica	H	0	0			0
GCA_039617975.1	Yersinia enterocolitica	H	1	1	rep_cluster_957	-	114180
GCA_039617965.1	Yersinia enterocolitica	H	0	0			0
GCA_039617945.1	Yersinia enterocolitica	H	0	0			0
GCA_039782395.1	Yersinia enterocolitica	H	8	1	rep_cluster_214|-	-	92715
GCA_044933665.1	Yersinia enterocolitica	H	0	0			0
GCA_043073185.1	Yersinia enterocolitica	H	0	0			0
GCA_043081215.1	Yersinia enterocolitica	H	4	1	rep_cluster_1304|-|rep_cluster_2373	-	67498
GCA_039658715.1	Yersinia ruckeri	A	3	1	-|rep_cluster_1304	-	141291
GCA_039658695.1	Yersinia ruckeri	A	0	0			0
GCA_039658775.1	Yersinia ruckeri	A	0	0			0
GCA_039658795.1	Yersinia ruckeri	A	6	1	-	-	103208
GCA_039658755.1	Yersinia ruckeri	A	2	1	rep_cluster_214|-	-	60960
GCA_039658815.1	Yersinia ruckeri	A	0	0			0
GCA_039658835.1	Yersinia ruckeri	A	0	0			0
GCA_039658855.1	Yersinia ruckeri	A	4	1	-	-	63113
GCA_039658915.1	Yersinia ruckeri	A	0	0			0
GCA_039658875.1	Yersinia ruckeri	A	1	1	-	-	6121
GCA_039658675.1	Yersinia ruckeri	A	0	0			0
GCA_039658735.1	Yersinia ruckeri	A	4	1	-	-	82971
GCA_045080865.1	Yersinia enterocolitica	H	6	1	-|IncN|rep_cluster_1304|rep_cluster_1155	-	122598
GCA_045080845.1	Yersinia enterocolitica	H	7	1	-|IncN|ColRNAI_rep_cluster_1987	-	49621
GCA_039684555.1	Yersinia enterocolitica	H	0	0			0
GCA_039684485.1	Yersinia enterocolitica	H	2	1	rep_cluster_1237|ColRNAI_rep_cluster_1987	-	25482
GCA_039684435.1	Yersinia enterocolitica	F	8	1	rep_cluster_214|-|ColRNAI_rep_cluster_1987	-	66445
GCA_039735845.1	Yersinia enterocolitica	H	8	1	rep_cluster_214|-	-	93227
GCA_039772395.1	Yersinia enterocolitica	H	5	1	IncN|-|rep_cluster_2335	-	50405
GCA_045074915.1	Yersinia enterocolitica	H	0	0			0
GCA_045074685.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	74664
GCA_039865025.1	Yersinia enterocolitica	H	0	0			0
GCA_045073835.1	Yersinia enterocolitica	H	1	1	Col(Ye4449)	-	4386
GCA_039900865.1	Yersinia enterocolitica	F	0	0			0
GCA_039901005.1	Yersinia enterocolitica	H	0	0			0
GCF_040226015.1	Yersinia alsatica	H	2	1	ColE10|-	-	8284
GCA_045491855.1	Yersinia enterocolitica	H	3	1	-	-	10740
GCA_045491835.1	Yersinia enterocolitica	H	1	1	rep_cluster_1304	-	32222
GCA_045491795.1	Yersinia enterocolitica	H	1	1	Col(Ye4449)	-	4386
GCA_039949935.1	Yersinia enterocolitica	H	0	0			0
GCA_039950815.1	Yersinia enterocolitica	H	0	0			0
GCA_045491455.1	Yersinia enterocolitica	H	8	1	-|rep_cluster_645|IncC|IncFII,rep_cluster_2203	-	209208
GCA_045490935.1	Yersinia enterocolitica	H	1	1	Col(Ye4449)	-	4386
GCA_045490895.1	Yersinia enterocolitica	H	4	1	IncFII|Col(Ye4449)|-|ColRNAI_rep_cluster_1987	-	42765
GCA_045490955.1	Yersinia enterocolitica	H	1	1	rep_cluster_2335	-	4666
GCA_045490975.1	Yersinia enterocolitica	H	1	1	ColRNAI_rep_cluster_1987	-	5007
GCA_040032045.1	Yersinia enterocolitica	H	0	0			0
GCA_040032065.1	Yersinia enterocolitica	H	0	0			0
GCA_040032075.1	Yersinia enterocolitica	H	0	0			0
GCA_040019115.1	Yersinia enterocolitica	H	0	0			0
GCA_045490875.1	Yersinia enterocolitica	H	0	0			0
GCA_045490815.1	Yersinia enterocolitica	H	1	1	-	-	7753
GCA_045490835.1	Yersinia enterocolitica	H	0	0			0
GCA_045490915.1	Yersinia enterocolitica	H	9	1	-|ColE10|ColRNAI_rep_cluster_1987	-	52814
GCA_045490855.1	Yersinia enterocolitica	H	1	1	Col(Ye4449)	-	4386
GCA_045490795.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67204
GCA_045490755.1	Yersinia enterocolitica	H	1	1	IncFII,rep_cluster_645	-	66165
GCA_045525725.1	Yersinia enterocolitica	H	5	1	-	-	22571
GCA_045490775.1	Yersinia enterocolitica	H	3	1	-|ColRNAI_rep_cluster_1987	-	42017
GCA_040050325.1	Yersinia enterocolitica	H	1	1	rep_cluster_2307	-	77249
GCA_040050345.1	Yersinia enterocolitica	H	0	0			0
GCA_040050305.1	Yersinia enterocolitica	H	0	0			0
GCA_045490625.1	Yersinia enterocolitica	H	0	0			0
GCA_045490595.1	Yersinia enterocolitica	H	1	1	IncFII	-	31777
GCA_045315175.1	Yersinia enterocolitica	A	0	0			0
GCA_045315215.1	Yersinia enterocolitica	A	0	0			0
GCA_045489695.1	Yersinia enterocolitica	H	2	1	IncN|-	-	4735
GCA_045489755.1	Yersinia enterocolitica	H	0	0			0
GCA_045489815.1	Yersinia enterocolitica	H	0	0			0
GCA_045489775.1	Yersinia enterocolitica	H	1	1	rep_cluster_1304	-	29963
GCA_045489855.1	Yersinia enterocolitica	H	0	0			0
GCA_045489715.1	Yersinia enterocolitica	H	1	1	rep_cluster_1304	-	28875
GCA_045489835.1	Yersinia enterocolitica	H	0	0			0
GCA_045489785.1	Yersinia enterocolitica	H	0	0			0
GCA_045489475.1	Yersinia enterocolitica	H	0	0			0
GCA_045489675.1	Yersinia enterocolitica	H	0	0			0
GCA_045489575.1	Yersinia enterocolitica	H	0	0			0
GCA_045489615.1	Yersinia enterocolitica	H	6	1	rep_cluster_214|-	-	89371
GCA_045489595.1	Yersinia enterocolitica	H	0	0			0
GCA_045489735.1	Yersinia enterocolitica	H	4	1	IncFII|-	-	76625
GCA_045489555.1	Yersinia enterocolitica	H	0	0			0
GCA_045489535.1	Yersinia enterocolitica	H	0	0			0
GCA_045489605.1	Yersinia enterocolitica	H	1	1	-	-	7090
GCA_045489645.1	Yersinia enterocolitica	H	1	1	IncN	-	9093
GCA_045489445.1	Yersinia enterocolitica	H	1	1	rep_cluster_1304	-	27244
GCA_045489515.1	Yersinia enterocolitica	H	0	0			0
GCA_045489465.1	Yersinia enterocolitica	H	0	0			0
GCA_045488875.1	Yersinia enterocolitica	H	4	1	rep_cluster_1804|-	-	63080
GCA_045488735.1	Yersinia enterocolitica	H	1	1	Col(Ye4449)	-	4386
